x,y,z
123.20181284306086,315.0867777742711,a
124.71347988217019,321.76447828805493,a
132.51922255489737,334.2554679353309,a
135.9746230000603,353.66481450431803,a
111.98626106574388,290.578879314359,a
151.67818936224992,327.466150485061,a
159.07383763541694,353.55558019061846,a
220.54233947625266,361.9269873521297,a
144.94005352513176,373.6719492460206,a
317.09574569735577,308.2846202523215,a
348.8904044999065,287.090774053023,a
330.3639774034288,265.4670101783189,a
344.1030117155602,303.7574407783675,a
327.4983680878969,284.9540801308622,a
339.6474905877254,302.86568592045967,a
387.83581686663683,319.5637946790929,a
374.07912866327865,298.12929750339583,a
380.368798877136,258.2922578227483,a
322.5444525911156,267.7752794842984,a
289.01296230062405,285.4430795051868,a
377.2066361948422,296.72624053115527,a
369.4115846291436,297.60791174025843,a
361.51689758614833,267.5537608890505,a
356.41167356832005,225.63091460993826,a
350.1500680847744,181.3180531709831,a
413.77930797718545,218.67909879897985,a
341.1238644038435,216.69794443548147,a
348.21135860409015,243.78393224380437,a
385.2818420828836,246.43891836523653,a
399.36618222849455,228.4463464355262,a
423.67600500717134,279.77438405957946,a
432.5038181573286,232.09711614845855,a
420.9299080576216,226.4985539445791,a
392.38274160561343,264.191555641782,a
447.949284660969,268.5835762263887,a
455.6055420616283,254.360550963495,a
442.7539573874614,246.7846588276729,a
401.2409039608666,254.42373189776214,a
478.23309237566616,263.04562410929884,a
454.15147065177945,297.9069702015655,a
485.00727193533265,324.8812122410361,a
513.2632829862964,270.06382466039634,a
490.37551373213455,300.38865842366204,a
481.68443572286,268.13635674158695,a
496.12914533036,298.9799556789968,a
487.8381626209566,259.42165551455776,a
469.92786558939883,333.07964299463947,a
566.3218856715431,327.17364428579754,a
545.221662764719,266.50491796917714,a
539.1435582361588,282.8173907227249,a
527.519750197012,283.49334054553026,a
502.09115696569984,308.59271256555326,a
520.5700618218348,309.83527268875434,a
572.8094196072443,253.74612783787214,a
563.2689755268991,306.4931129454866,a
507.8907730496912,291.94714741569413,a
567.4933537066432,280.56817304412687,a
516.5391895688152,277.1842193806509,a
582.2423482091592,260.13416725823276,a
575.6382795100167,293.04397444895085,a
600.1492420974444,285.47308646888814,a
566.3527284546687,293.6197953438011,a
616.973545985095,273.9888588083041,a
616.2772096219911,273.5316654464911,a
621.1873545786516,240.97017457275655,a
570.9491225975362,227.76951434047174,a
518.9769600200027,267.7703941793875,a
539.8348004990631,232.81213723980443,a
518.5128840691831,280.1765941290567,a
466.77614754876544,283.6185476655087,a
451.40066197954087,266.88162007308836,a
514.6873374411306,244.57058854383934,a
532.8833082839305,312.46878197900537,a
520.0309712988883,299.3438276028562,a
527.7030505520311,304.4973968695996,a
542.6367243242576,330.2724490118569,a
540.447578801348,285.82883160945676,a
566.2835354923941,298.0182486445215,a
556.0685698384829,271.0459758429861,a
588.404211554759,256.02213512657266,a
593.9512818851038,296.2336943463922,a
547.5042946560835,246.04721722879353,a
606.7724669730296,279.3419128918397,a
638.4385435487884,197.87469381948426,a
575.29206853511,271.6255218947151,a
654.5744185463694,269.1346026581027,a
599.3926905429826,241.95517563419008,a
595.8145953253089,230.98160917920927,a
626.1792692819885,307.5023831507209,a
576.6823176125184,250.38512546461953,a
